;Inhabitants;;;;;;;;;;;;;Households;;;;;;Home;;;;;;;;;;;;;;;Social Security
6221BW;85;35;50;10;10;25;25;20;60;10;10;10;20;55;40;10;0;0;1,5;60;5;0;0;0;50;0;0;0;50;0;90;50;0;250;5
6221BX;35;15;20;0;10;10;10;0;60;0;0;10;10;25;15;5;0;0;1,5;20;20;0;0;0;0;0;0;0;15;30;70;0;0;309;0
6221BZ;55;30;25;0;20;20;10;0;50;0;0;30;10;40;35;0;0;0;1,3;15;15;0;0;0;0;0;0;0;0;30;70;0;0;417;0
6221CA;45;20;25;0;15;10;10;5;60;0;0;30;0;25;15;0;0;0;1,7;20;20;0;0;0;0;0;0;0;15;60;40;0;0;406;0
6221CB;50;20;30;0;25;20;5;0;50;0;0;40;10;45;40;0;0;0;1,1;30;30;0;0;0;0;0;0;0;25;0;0;0;0;248;0
6221CC;70;30;40;5;30;15;10;5;50;10;0;30;10;50;40;0;0;5;1,5;35;35;0;0;0;0;0;0;0;20;30;70;0;10;451;0
6221CD;60;25;35;5;15;15;15;10;50;0;0;40;0;40;30;10;0;0;1,5;35;35;0;0;0;0;0;0;0;20;40;50;0;5;407;0
6221CE;35;10;25;0;15;5;0;10;70;0;0;10;0;30;25;5;0;0;1,2;20;20;0;0;0;0;0;0;0;15;30;70;0;0;362;0
6221CG;30;10;15;0;10;5;5;10;60;0;0;0;0;20;10;5;0;0;1,5;15;15;0;0;0;0;0;0;0;5;50;50;0;0;491;0
6221CH;155;65;90;5;70;60;15;5;40;10;10;30;20;130;110;10;5;0;1,2;125;75;0;0;0;35;15;0;0;120;10;90;50;15;194;15
6221CJ;25;10;15;0;5;10;5;0;70;0;0;0;0;15;10;5;0;0;1,5;20;0;0;0;0;15;0;0;0;15;40;60;0;0;382;0
6221CK;70;25;45;0;35;15;5;15;50;0;0;40;10;55;40;10;0;0;1,3;35;30;0;0;0;0;0;0;0;20;30;70;10;0;287;0
6221CL;120;65;55;5;55;40;10;10;40;0;0;40;20;105;90;10;0;0;1,2;75;10;0;0;40;25;0;0;0;75;20;80;0;10;235;0
6221CM;120;60;60;0;30;10;20;60;60;10;0;20;10;80;45;30;0;0;1,5;75;0;0;0;0;0;75;0;0;65;70;30;0;10;445;5
6221CN;75;40;35;0;45;20;5;5;40;0;0;50;0;65;50;10;0;0;1,2;25;25;0;0;0;0;0;0;0;20;30;70;0;5;361;0
6221CP;20;10;10;0;0;10;0;0;70;0;0;0;0;10;5;0;0;0;1,8;15;15;0;0;0;0;0;0;0;5;50;50;0;0;427;0
6221CR;50;20;30;0;15;20;10;0;60;0;0;40;0;40;35;10;0;0;1,2;45;40;0;0;0;0;0;0;0;35;20;80;0;10;294;0
6221CS;60;25;35;0;30;20;5;5;30;0;0;40;30;50;40;10;0;0;1,3;25;25;0;0;0;0;0;0;0;20;0;0;0;0;307;0
6221CT;60;30;25;0;10;30;10;5;70;0;0;30;0;45;35;10;0;0;1,3;40;25;0;0;0;15;0;0;0;35;20;80;0;0;267;0
6221CV;25;10;20;0;15;10;0;0;50;0;0;40;0;25;25;0;0;0;1;20;15;0;0;0;0;0;0;0;15;0;0;0;0;198;0
6221CW;120;55;65;0;70;35;5;10;40;10;0;40;10;105;90;15;0;0;1,1;60;60;0;0;0;0;0;0;0;50;10;90;10;0;272;0
6221CX;40;15;25;0;25;10;0;0;40;0;0;30;20;35;30;0;0;0;1,1;30;15;15;0;0;0;0;0;0;25;20;80;0;5;205;0
6221CZ;240;105;140;10;40;70;65;50;70;10;0;10;10;195;155;30;10;0;1,2;200;0;0;0;15;180;0;0;0;190;0;100;160;10;213;35
6221DB;20;10;10;0;0;0;0;10;80;0;0;0;0;15;10;5;0;0;1,3;20;5;0;0;0;0;10;0;0;20;50;50;0;0;325;0
6221EA;45;15;30;0;10;25;5;0;60;0;0;20;20;30;20;10;0;0;1,4;40;35;0;0;0;0;0;0;0;40;0;90;0;10;262;0
6221EB;45;20;30;0;30;10;0;0;40;0;0;40;0;40;35;5;0;0;1,1;35;35;0;0;0;0;0;0;0;30;0;90;0;5;228;0
6221EC;25;15;5;0;10;10;0;0;30;0;0;30;20;20;15;0;0;0;1,3;10;10;0;0;0;0;0;0;0;10;0;80;0;0;387;0
6221ED;20;5;15;0;10;10;0;0;0;0;0;60;0;15;10;0;0;0;1,3;20;20;0;0;0;0;0;0;0;15;0;80;0;0;250;0
6221EE;55;25;30;0;20;25;5;5;70;0;0;10;0;40;30;10;0;0;1,3;40;30;0;0;0;5;0;0;0;35;0;100;0;0;260;5
6221EG;75;25;50;0;40;25;0;0;50;0;0;30;10;65;60;10;0;0;1,1;35;35;0;0;0;0;0;0;0;35;0;90;0;5;259;0
6221EH;65;30;35;0;20;25;10;10;40;0;0;30;20;45;30;15;0;0;1,4;45;45;0;0;0;0;0;0;0;45;20;80;0;10;229;0
6221EJ;40;25;20;0;15;15;5;5;40;0;0;40;20;30;20;5;0;0;1,4;25;25;0;0;0;0;0;0;0;20;20;80;0;0;215;0
6221EK;45;25;20;0;15;20;5;0;40;0;0;40;10;35;20;10;0;0;1,4;35;35;0;0;0;0;0;0;0;30;0;90;0;10;209;0
6221EL;50;15;35;0;20;15;5;5;50;0;0;20;20;35;20;10;0;0;1,5;30;30;0;0;0;0;0;0;0;25;20;80;0;10;244;0
6221EM;35;15;20;0;20;15;0;0;40;0;0;30;20;30;25;0;0;0;1,2;20;15;0;0;0;0;0;0;0;10;0;0;0;5;300;0
6221EN;25;15;10;0;10;5;0;0;60;0;0;0;0;15;5;10;0;0;1,5;25;20;0;0;0;0;0;0;0;20;30;70;0;10;518;0
6221EP;35;20;20;0;25;10;0;0;40;0;0;50;0;30;25;5;0;0;1,2;25;25;0;0;0;0;0;0;0;25;0;0;0;0;228;0
6221ER;25;10;15;0;15;10;0;5;40;0;0;40;0;25;20;0;0;0;1,2;15;15;0;0;0;0;0;0;0;10;0;80;0;0;208;0
6221ET;35;10;20;0;10;15;5;5;60;0;0;20;0;30;25;0;0;0;1,2;25;25;0;0;0;0;0;0;0;15;30;70;5;0;214;0
6221EV;15;0;15;0;10;0;0;0;80;0;0;0;0;15;10;0;0;0;1,3;10;5;0;0;0;5;0;0;0;10;50;50;0;0;356;0
6221EW;25;10;15;0;10;10;0;0;20;0;0;40;30;20;20;0;0;0;1,1;25;25;0;0;0;0;0;0;0;20;20;80;0;5;212;0
6221EZ;40;15;25;0;15;15;0;0;40;0;0;50;0;30;25;0;0;0;1,2;20;20;0;0;0;0;0;0;0;20;0;0;0;0;226;0
6221GA;30;15;15;0;0;10;10;10;60;0;0;30;0;25;20;5;0;0;1,3;35;30;0;0;0;0;0;0;0;20;40;50;0;10;434;0
6221GB;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;539;0
6221GD;70;30;45;0;45;15;5;0;60;0;10;20;10;60;55;0;0;0;1,2;50;30;20;0;0;0;0;0;0;40;10;90;40;0;142;0
6221GE;75;30;45;0;60;10;0;0;20;0;0;60;20;55;45;10;0;0;1,3;35;10;0;0;0;25;0;0;0;30;0;100;0;0;110;0
6221GG;40;20;20;0;0;20;10;5;60;0;0;10;20;20;5;10;0;0;2;20;5;0;0;0;0;0;0;10;0;40;70;0;0;359;0
6221GH;30;15;15;5;0;10;0;5;40;0;0;30;20;0;0;0;0;0;0;15;0;0;0;0;0;0;0;10;0;90;0;0;0;351;0
6221GJ;105;40;65;5;25;35;20;15;60;0;0;20;10;70;45;20;0;0;1,5;65;20;0;0;0;10;40;0;0;60;50;50;10;10;312;0
6221GK;30;10;20;10;0;10;0;0;60;0;20;0;20;15;5;0;0;0;2,1;15;0;15;0;0;0;0;0;0;0;0;70;5;0;177;0
6221HA;25;15;10;0;20;0;0;0;40;0;0;50;0;25;20;0;0;0;1;20;0;0;0;0;20;0;0;0;20;0;0;0;0;60;0
6221HB;30;15;15;0;20;5;0;0;20;0;0;40;40;25;20;0;0;0;1,2;25;0;0;0;0;25;0;0;0;25;0;0;0;0;55;0
6221HC;20;10;10;0;0;5;10;0;50;0;0;0;0;15;15;0;0;0;1,1;15;0;0;0;0;15;0;0;0;15;0;0;0;0;164;5
6221HD;10;5;5;0;10;0;0;0;0;0;0;50;0;10;10;0;0;0;1,1;15;0;15;0;0;0;0;0;0;15;0;0;0;0;53;0
6221HE;85;50;35;0;5;15;30;35;80;0;0;0;10;65;50;15;5;0;1,3;70;0;0;0;0;70;0;0;0;70;0;100;0;0;169;25
6221HG;90;40;50;0;0;20;30;30;80;10;0;0;10;70;55;15;0;0;1,2;70;0;0;0;0;70;0;0;0;70;0;100;0;0;172;30
6221HH;40;20;20;0;10;20;10;0;60;0;0;10;10;25;10;10;0;0;1,7;25;0;0;0;0;25;0;0;0;25;0;0;0;0;327;0
6221HJ;45;25;20;5;0;25;0;10;70;0;0;10;0;25;10;10;0;0;1,7;25;0;0;0;0;25;0;0;0;25;0;0;0;0;276;0
6221JA;35;20;15;0;0;20;0;5;60;0;0;20;0;25;15;10;0;0;1,5;25;0;0;0;0;25;0;0;0;25;30;70;0;0;301;0
6221JB;55;30;25;0;0;30;10;10;60;0;0;10;30;40;25;10;0;0;1,5;30;0;0;0;0;30;0;0;0;30;20;80;0;0;280;0
6221JC;25;15;10;0;0;10;5;0;50;0;0;0;20;15;10;0;0;0;1,7;15;0;0;0;0;15;0;0;0;15;0;80;0;0;299;0
6221JD;30;15;15;0;0;10;0;10;70;0;0;0;0;20;10;10;0;0;1,6;20;0;0;0;0;20;0;0;0;20;0;0;0;0;324;0
6221JE;130;65;65;5;5;50;15;55;70;10;0;10;10;80;40;35;0;0;1,6;90;0;0;0;0;0;90;0;0;90;10;90;25;10;349;0
6221JG;210;105;105;10;10;60;35;95;60;10;0;20;10;135;70;55;0;10;1,6;135;0;0;0;0;0;80;60;0;135;50;50;40;10;406;5
6221JH;45;25;20;0;0;30;0;0;60;0;0;10;20;30;20;10;0;0;1,4;35;0;0;0;0;35;0;0;0;35;40;60;0;5;276;0
6221JJ;90;45;45;0;10;30;20;30;60;0;0;20;20;65;40;25;0;0;1,4;70;0;0;0;0;35;35;0;0;70;60;40;0;10;324;0
6221JK;130;65;65;15;5;30;35;45;60;10;0;20;10;80;45;30;0;5;1,7;90;0;0;0;0;0;90;0;0;90;50;50;0;10;370;0
6221JL;60;25;35;0;0;10;15;30;70;10;10;0;10;35;15;15;0;0;1,7;40;0;0;0;0;0;40;0;0;40;90;0;0;5;426;0
6221JM;190;90;100;20;0;70;30;65;50;10;0;20;10;110;55;40;0;15;1,7;125;0;0;0;0;0;125;0;0;125;0;100;0;15;324;5
6221JN;45;20;25;0;5;5;10;25;80;0;0;0;10;30;15;15;0;0;1,5;40;0;0;0;0;0;40;0;0;40;50;50;0;10;429;0
6221JP;125;50;70;0;0;5;20;95;80;10;0;10;0;85;50;35;0;0;1,4;100;0;0;0;0;0;95;0;0;100;50;50;0;15;555;5
6221JR;135;70;65;10;0;25;50;50;60;10;0;10;20;85;40;35;0;5;1,6;115;0;0;0;0;0;0;115;0;105;30;70;0;30;412;0
6221KM;85;40;50;5;0;15;15;45;70;10;10;10;10;50;25;20;0;0;1,7;55;0;0;0;0;0;35;20;0;55;80;20;0;0;424;0
6221KN;190;90;100;0;5;5;30;150;70;10;0;10;10;110;35;65;0;5;1,7;130;0;0;0;0;0;130;0;0;130;40;60;0;20;830;0
6221KR;75;40;35;0;0;10;15;40;80;0;0;10;10;45;20;20;0;0;1,7;50;0;0;0;0;0;30;25;0;50;50;50;0;5;426;5
6221KS;135;60;70;0;5;15;25;85;80;10;0;10;0;85;40;40;0;0;1,6;90;0;0;0;0;0;65;25;0;90;60;30;5;5;443;0
6221KT;35;20;15;0;0;0;5;25;70;0;0;0;0;25;20;10;0;0;1,3;30;0;0;0;0;0;30;0;0;30;30;70;0;0;422;0
6221KV;150;75;75;10;5;30;25;80;60;10;0;10;20;90;40;40;0;5;1,7;110;0;0;0;0;0;80;30;0;110;30;70;0;20;372;0
6221KZ;45;25;20;0;0;5;5;30;80;10;0;0;0;30;15;10;0;0;1,6;30;0;0;0;0;0;30;0;0;30;80;0;0;0;440;0
6221SG;50;25;25;15;0;20;15;0;60;10;0;10;10;20;5;5;0;10;2,4;20;0;0;0;0;0;0;20;0;0;100;0;0;0;387;0
6221SJ;50;25;25;5;0;10;15;15;60;10;10;0;20;25;5;5;5;0;2,2;25;0;25;0;0;0;0;0;0;0;0;80;20;0;208;10
6221SK;55;25;30;10;5;20;5;15;50;10;10;10;20;25;10;5;0;5;2,2;25;0;25;0;0;0;0;0;0;0;50;50;15;0;218;10
6221SP;120;65;55;5;70;25;10;10;20;0;0;50;20;80;55;20;0;5;1,5;40;0;0;0;0;0;0;40;0;40;30;70;25;0;281;0
6221SR;50;30;25;15;10;15;15;0;40;10;20;20;20;15;0;0;0;10;3,1;20;0;0;0;0;0;0;20;0;0;90;0;0;0;0;0
6221ST;55;25;25;5;10;15;20;0;40;0;10;10;30;20;5;0;0;10;2,5;20;0;0;0;0;0;0;15;0;0;90;0;0;0;392;5
6221SW;55;35;25;15;5;20;10;10;60;0;0;0;20;20;5;5;0;10;2,5;20;0;15;0;0;0;0;10;0;0;40;60;10;0;266;0
6221SX;70;35;40;5;10;15;15;25;50;0;10;20;10;50;40;5;0;0;1,4;40;0;15;0;0;25;0;0;0;25;0;90;35;0;176;10
6221SZ;115;55;60;10;0;15;25;60;80;10;10;0;0;65;35;25;0;5;1,7;65;0;15;0;0;0;50;0;0;50;10;90;60;0;201;15
6221TA;30;10;20;5;10;5;5;0;0;0;20;0;70;10;0;0;0;5;3,8;10;0;0;0;0;0;0;10;0;0;0;0;0;0;407;0
6221TB;50;25;25;10;15;15;10;0;70;0;0;20;0;25;10;5;0;5;2,1;20;0;0;0;0;0;20;0;0;0;70;30;0;0;275;0
6221TC;45;20;20;10;10;10;10;0;40;20;0;20;10;10;0;0;0;0;3,6;10;0;0;0;0;0;10;0;0;0;0;80;0;0;322;5
6221TD;50;25;25;10;10;15;15;0;60;0;0;0;10;15;0;0;0;10;2,8;20;0;0;0;0;0;15;0;0;0;80;0;0;0;310;5
6221TE;55;25;30;5;0;10;15;20;50;0;10;10;20;30;20;10;0;0;1,7;30;0;0;0;0;0;30;0;0;25;20;80;25;0;225;10
6221TG;65;35;30;20;10;20;15;0;60;10;10;10;20;25;5;0;0;10;2,7;20;0;0;0;0;0;20;0;0;0;50;50;0;0;311;5
6221TH;45;20;25;5;10;5;20;10;50;0;20;0;20;20;5;5;5;0;2,3;20;0;20;0;0;0;0;0;0;0;40;70;15;0;195;10
6221TJ;45;20;25;10;5;5;15;5;60;0;10;0;20;20;5;5;0;0;2,4;20;0;20;0;0;0;0;0;0;0;40;60;10;0;191;10
6221TK;35;20;15;0;5;10;5;10;70;0;20;0;0;20;10;0;0;0;1,7;20;0;20;0;0;0;0;0;0;0;60;40;5;0;212;0
6221TM;30;15;15;0;0;5;15;0;70;0;0;0;0;10;0;0;0;0;2,5;10;0;10;0;0;0;0;0;0;0;70;0;0;0;0;10
6221TN;50;20;30;5;15;10;10;5;70;10;0;0;0;25;10;5;10;0;1,9;20;0;20;0;0;0;0;0;0;0;0;80;15;0;194;15
6221TP;15;5;10;0;10;0;0;0;70;0;0;0;0;10;5;0;0;0;1,4;5;0;5;0;0;0;0;0;0;0;0;0;0;0;198;0
6221TR;60;25;35;10;15;15;20;5;50;0;0;10;30;35;20;10;0;5;1,6;25;0;25;0;0;0;0;0;0;0;40;60;10;0;207;10
6221TS;35;10;25;0;15;10;0;0;60;0;0;30;0;25;15;10;0;0;1,3;15;15;0;0;0;0;0;0;0;5;40;60;0;0;259;0
6221TT;105;40;65;0;55;15;15;20;60;10;0;20;10;90;80;10;0;0;1,2;90;15;0;0;0;55;15;0;0;80;0;100;70;10;138;10
6221TV;50;20;25;0;15;15;10;5;60;0;0;20;20;30;20;5;0;0;1,5;20;10;10;0;0;0;0;0;0;10;30;70;0;0;174;0
6221TW;40;15;20;0;15;5;5;5;40;0;0;30;0;25;20;0;0;0;1,5;15;10;0;0;0;0;0;0;0;0;70;0;0;0;240;0
6221TX;55;25;30;10;15;5;10;10;70;0;10;0;10;25;10;5;0;5;2,2;20;0;20;0;0;0;0;0;0;0;40;60;10;0;202;5
6221TZ;40;20;20;10;0;10;15;0;50;0;0;10;20;20;10;0;0;5;1,9;20;0;10;0;0;0;10;0;0;10;40;60;10;0;227;5
6221VA;85;45;40;0;40;25;10;5;40;10;0;30;20;75;60;10;0;0;1,2;45;20;0;0;0;25;0;0;0;30;10;90;25;5;206;10
6221VB;30;15;15;0;5;15;5;0;60;0;0;20;0;15;10;5;0;0;1,8;10;0;10;0;0;0;0;0;0;0;0;50;0;0;0;5
6221VC;50;25;25;15;0;10;10;10;60;10;10;10;0;20;0;10;0;0;2,5;20;0;20;0;0;0;0;0;0;0;50;50;10;0;205;5
6221VD;35;10;20;0;10;15;0;0;40;0;10;30;0;25;20;0;0;0;1,3;20;0;20;0;0;0;0;0;0;15;0;0;0;0;154;0
6221VE;25;15;10;0;0;5;10;10;80;0;0;0;0;15;5;5;0;0;1,8;15;0;5;0;0;5;0;0;0;5;30;70;10;0;203;0
6221VG;50;25;25;10;0;15;20;5;60;20;0;10;0;25;10;5;0;5;2;25;0;25;0;0;0;0;0;0;0;60;40;10;0;205;5
6221VH;35;15;15;0;0;10;10;10;60;0;20;0;0;15;5;5;0;5;2,3;15;0;15;0;0;0;0;0;0;0;40;60;5;0;174;0
6221VJ;35;15;20;5;5;5;15;0;90;0;0;0;0;15;5;5;0;0;2,2;15;0;15;0;0;0;0;0;0;0;40;60;5;0;202;5
6221VK;35;20;15;0;5;10;10;0;80;0;0;0;0;20;10;0;0;0;1,7;15;0;15;0;0;0;0;0;0;0;70;30;0;0;210;0
6221VM;40;20;20;5;0;10;15;10;80;0;0;0;10;20;10;0;0;5;2,2;20;0;20;0;0;0;0;0;0;0;70;30;0;0;218;5
6221VN;20;10;10;0;0;5;5;0;70;0;0;0;0;10;0;0;0;0;2,6;10;0;10;0;0;0;0;0;0;0;0;0;0;0;214;0
6221VP;45;20;25;0;10;10;20;10;60;10;0;0;20;25;10;10;0;0;1,8;25;0;20;5;0;0;0;0;0;0;40;60;15;0;221;10
6221VR;50;25;20;0;5;10;15;15;60;0;10;0;20;25;10;10;0;0;1,9;25;0;20;0;0;0;0;0;0;0;60;30;5;0;222;5
6221VS;55;25;30;10;10;15;20;0;50;0;20;0;20;20;5;5;0;10;2,5;20;0;5;0;0;0;0;15;0;0;80;0;0;0;347;0
6221VT;35;20;20;5;5;15;10;0;70;0;10;0;20;20;10;0;0;0;2;15;0;15;0;0;0;0;0;0;0;0;0;0;0;211;5
6221VV;15;5;10;0;0;10;0;0;70;0;0;0;0;10;0;0;0;0;1,9;10;0;0;0;0;0;0;0;10;0;0;0;0;0;362;0
6221VW;25;15;15;0;0;10;5;5;70;0;0;0;0;15;5;5;0;0;1,9;15;10;0;0;0;0;0;0;0;0;60;40;0;0;223;0
6221VX;45;15;30;0;20;10;10;5;60;0;0;30;10;35;30;5;0;0;1,2;25;25;0;0;0;0;0;0;0;20;30;70;0;0;270;0
6221VZ;25;15;5;0;0;10;10;0;60;0;0;0;20;15;5;0;0;0;1,7;15;15;0;0;0;0;0;0;0;10;0;0;0;0;207;0
6221XA;15;15;0;0;0;0;10;0;60;0;0;0;0;15;15;0;0;0;1,1;15;15;0;0;0;0;0;0;0;15;0;0;0;0;161;10
6221XB;25;10;10;0;0;5;10;5;70;0;0;0;0;20;15;0;0;0;1,3;20;20;0;0;0;0;0;0;0;20;0;0;0;0;163;10
6221XC;25;10;15;0;5;0;0;10;60;0;0;0;0;15;10;0;0;0;1,7;15;15;0;0;0;0;0;0;0;0;0;0;0;0;260;5
6221XD;25;15;10;0;0;5;10;0;30;0;0;0;0;15;10;0;0;0;1,6;15;15;0;0;0;0;0;0;0;0;0;0;0;0;250;0
6221XE;50;20;30;0;35;10;5;0;40;0;0;50;0;50;45;0;0;0;1,1;15;15;0;0;0;0;0;0;0;5;0;80;0;0;302;0
6221XG;50;25;25;0;20;20;0;0;40;0;0;30;20;40;30;5;0;0;1,3;30;30;0;0;0;0;0;0;0;20;0;0;0;0;196;0
6221XH;55;20;35;0;25;15;10;0;40;0;0;30;20;45;40;0;0;0;1,2;30;30;0;0;0;0;0;0;0;20;20;80;0;0;233;0
6221XJ;50;15;35;0;15;10;10;15;50;0;0;30;10;45;35;5;0;0;1,2;35;5;10;0;0;20;0;0;0;30;10;70;20;0;233;10
6221XK;105;50;55;0;10;35;35;30;50;10;0;10;20;85;65;15;0;0;1,2;85;10;0;0;75;0;0;0;0;85;0;100;75;0;205;35
6221XL;25;10;15;0;0;5;15;5;80;0;0;0;0;15;0;5;0;0;2,1;15;0;0;0;15;0;0;0;0;0;0;0;0;0;235;5
6221XM;15;5;10;0;0;0;5;5;70;0;0;0;0;15;10;0;0;0;1,2;10;0;0;0;0;10;0;0;0;10;0;0;0;0;202;5
6221XN;25;10;10;0;0;10;5;5;90;0;0;0;0;10;5;0;0;0;2;10;0;0;0;10;0;0;0;0;0;0;0;0;0;226;0
6221XP;40;15;25;0;5;10;20;5;50;0;20;0;20;20;10;5;0;0;2;20;20;0;0;0;0;0;0;0;0;0;0;0;0;238;10
6221XR;15;5;5;0;0;0;0;0;50;0;0;0;0;5;0;0;0;0;2,8;5;0;0;0;5;0;0;0;0;0;0;0;0;0;223;0
6221XS;10;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1,6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;218;0
6221XT;15;5;10;0;0;0;5;5;60;0;0;0;0;10;0;0;0;0;1,9;10;10;0;0;0;0;0;0;0;0;0;0;0;0;232;0
6221XV;30;15;15;0;0;5;10;10;70;0;0;0;0;20;10;5;0;0;1,7;20;20;0;0;0;0;0;0;0;0;0;0;0;0;220;10
6221XW;35;15;25;0;0;0;15;15;50;0;20;0;20;20;10;5;0;0;1,7;25;25;0;0;0;0;0;0;0;0;0;0;0;0;224;5
6221XX;25;10;15;0;0;5;15;0;70;0;0;0;0;15;5;0;0;0;1,9;15;15;0;0;0;0;0;0;0;0;0;0;0;0;227;5
6221XZ;40;20;15;5;0;15;10;5;70;0;0;0;20;20;10;0;0;5;2;20;20;0;0;0;0;0;0;0;0;0;0;0;0;251;5
6221ZB;45;30;20;5;10;10;15;10;70;20;0;20;0;20;5;10;0;5;2,3;20;0;0;0;20;0;0;0;0;0;0;0;0;0;232;0
6222AA;45;20;20;0;30;5;5;0;50;10;0;20;0;35;25;5;0;0;1,3;15;5;5;0;0;0;0;0;0;0;50;40;0;0;227;0
6222AE;85;45;40;15;20;20;20;5;60;0;10;0;20;40;20;10;0;10;2;35;5;10;0;15;0;0;0;0;0;70;30;10;0;241;10
6222AG;65;45;20;0;30;20;10;0;60;0;0;30;10;45;35;10;0;0;1,4;30;25;0;0;0;0;0;0;0;20;20;80;0;0;196;0
6222AH;60;20;40;0;25;15;10;10;50;0;0;20;10;45;35;10;0;0;1,4;20;20;0;0;0;0;0;0;0;0;60;40;0;0;223;0
6222AJ;35;25;10;0;15;10;5;0;60;0;0;20;10;30;25;0;0;0;1,2;25;5;0;15;0;0;0;0;0;20;30;70;0;0;137;0
6222AK;140;70;70;20;20;30;40;30;70;0;10;10;10;85;50;20;0;10;1,6;75;20;0;0;25;30;0;0;0;35;50;50;20;0;256;20
6222AL;55;35;20;0;25;20;5;0;60;0;0;20;10;45;40;0;0;0;1,2;20;15;5;0;0;0;0;0;0;10;30;70;0;0;213;5
6222AM;40;20;20;0;0;10;10;10;80;0;0;0;0;20;10;0;0;5;2;15;15;0;0;0;0;0;0;0;0;80;0;0;0;288;0
6222AP;35;15;20;0;0;0;10;20;80;0;0;0;0;25;15;5;0;0;1,4;25;0;0;25;0;0;0;0;0;25;0;0;0;0;179;5
6222AR;35;20;15;0;0;0;10;25;80;0;0;0;0;25;15;5;0;0;1,6;25;0;0;25;0;0;0;0;0;25;0;0;0;0;188;5
6222AS;30;20;10;0;0;0;15;10;90;0;0;0;0;25;15;0;0;0;1,3;25;0;0;25;0;0;0;0;0;25;0;0;0;0;144;10
6222AT;25;10;20;0;0;0;5;15;90;0;0;0;0;20;10;5;0;0;1,4;20;0;0;20;0;0;0;0;0;20;0;0;0;0;179;0
6222BA;45;20;20;5;0;15;10;10;50;0;0;0;40;15;5;0;0;5;2,5;15;0;15;0;0;0;0;0;0;0;0;0;0;0;219;10
6222BB;50;20;25;10;10;5;20;0;50;0;30;0;20;15;0;5;0;5;2,8;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;10
6222BC;30;15;15;0;0;0;10;20;70;0;0;0;30;25;25;0;0;0;1,1;30;0;30;0;0;0;0;0;0;30;0;100;0;0;153;5
6222BD;25;15;15;0;0;0;10;5;70;0;0;0;20;15;5;0;0;0;2,1;15;0;15;0;0;0;0;0;0;0;0;0;0;0;182;5
6222BE;30;15;10;10;0;10;0;0;70;0;0;0;0;10;0;0;0;0;2,3;15;0;15;0;0;0;0;0;0;0;0;0;0;0;187;5
6222BG;45;20;25;10;10;10;10;5;30;0;20;0;40;15;0;0;5;5;2,8;20;0;15;0;0;0;0;0;0;0;0;0;0;0;175;10
6222BH;35;20;15;0;0;5;15;5;80;0;0;0;0;15;5;5;0;0;1,9;15;0;15;0;0;0;0;0;0;0;0;0;0;0;165;10
6222BJ;35;15;15;5;0;5;15;0;60;0;20;0;0;15;0;5;0;0;2,1;15;0;15;0;0;0;0;0;0;0;0;0;0;0;192;10
6222BL;50;25;25;10;10;10;15;10;60;0;20;0;10;20;5;5;0;0;2,3;20;0;20;0;0;0;0;0;0;0;0;0;0;0;190;10
6222BM;15;10;10;0;0;0;10;0;70;0;0;0;0;10;5;0;0;0;1,7;10;0;10;0;0;0;0;0;0;0;0;80;10;0;187;5
6222BN;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6222BP;20;10;10;0;0;5;10;5;80;0;0;0;0;15;5;5;0;0;1,5;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
6222BR;25;10;15;5;0;0;10;0;80;0;0;0;0;15;5;0;0;0;1,9;15;0;15;0;0;0;0;0;0;0;0;0;0;0;181;5
6222BS;35;15;20;5;0;10;10;10;100;0;0;0;0;20;10;5;0;0;1,8;20;0;20;0;0;0;0;0;0;0;0;0;0;0;185;5
6222BT;45;20;25;10;10;10;10;10;70;0;20;0;10;20;5;5;5;0;2,2;20;0;20;0;0;0;0;0;0;0;0;0;0;0;176;0
6222BV;50;30;15;5;10;10;20;0;80;0;0;0;0;25;5;10;0;5;2,1;20;0;0;0;0;20;0;0;0;0;90;0;0;0;232;5
6222BW;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6222BX;110;55;60;0;5;10;35;55;80;10;10;0;10;70;35;25;0;5;1,6;70;0;0;0;0;40;5;25;0;50;40;60;40;0;201;10
6222BZ;30;10;20;10;0;10;5;5;60;0;0;0;0;10;0;0;0;5;2,7;10;0;10;0;0;0;0;0;0;0;0;70;10;0;0;5
6222CA;25;15;15;0;0;5;10;5;80;0;0;0;0;10;0;0;0;5;2,3;10;0;10;0;0;0;0;0;0;0;0;0;0;0;175;0
6222CB;25;10;10;0;0;0;5;5;40;0;0;0;40;10;5;0;0;0;1,9;10;0;10;0;0;0;0;0;0;0;0;0;0;0;177;5
6222CC;15;5;10;0;0;5;0;0;60;0;0;0;0;10;0;0;0;0;1,9;10;0;5;0;0;0;0;0;0;0;0;0;0;0;194;0
